time,logger,level,message,exception
2012-09-08 17:32:03.2172,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 47, for: ReducingExecuter, will wait for additional work",
2012-09-08 17:32:03.2172,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/7' was found,
2012-09-08 17:32:03.2172,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/7' was found,
2012-09-08 17:32:03.2172,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2012-09-08 17:32:03.2172,Raven.Database.Server.HttpServer,Debug,Request #  82: POST    -     2 ms - <default>  - 200 - /bulk_docs,
2012-09-08 17:32:03.2172,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 48 because: WORK BY IndexingExecuter,
2012-09-08 17:32:03.2172,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000022,
2012-09-08 17:32:03.2172,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 48, for: ReducingExecuter, will wait for additional work",
2012-09-08 17:32:03.2172,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-09-08 17:32:03.2172,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000022",
2012-09-08 17:32:03.2172,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (RavenTaskQueues/6),
2012-09-08 17:32:03.2172,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on RavenTaskQueues/6 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: raventaskqueues/6
	Tag I-: RavenTaskQueues
	LastModified I-: 20120908163203223
",
2012-09-08 17:32:03.2172,Raven.Database.Server.HttpServer,Debug,"	PUT RavenTaskQueues/6
",
2012-09-08 17:32:03.2172,Raven.Database.Server.HttpServer,Debug,Request #  83: GET     -     0 ms - <default>  - 200 - /docs/RavenTaskQueues/7,
2012-09-08 17:32:03.2352,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'RavenTaskQueues/7', update: True, ",
2012-09-08 17:32:03.2352,Raven.Database.DocumentDatabase,Debug,Put document RavenTaskQueues/7 with etag 00000000-0000-0100-0000-000000000024,
2012-09-08 17:32:03.2352,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 49 because: PUT RavenTaskQueues/7,
2012-09-08 17:32:03.2352,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0012902,
2012-09-08 17:32:03.2352,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 49, for: ReducingExecuter, will wait for additional work",
2012-09-08 17:32:03.2352,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/8' was found,
2012-09-08 17:32:03.2352,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/8' was found,
2012-09-08 17:32:03.2352,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2012-09-08 17:32:03.2352,Raven.Database.Server.HttpServer,Debug,Request #  84: POST    -     2 ms - <default>  - 200 - /bulk_docs,
2012-09-08 17:32:03.2352,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 50 because: WORK BY IndexingExecuter,
2012-09-08 17:32:03.2352,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 50, for: ReducingExecuter, will wait for additional work",
2012-09-08 17:32:03.2352,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000023,
2012-09-08 17:32:03.2352,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-09-08 17:32:03.2352,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000023",
2012-09-08 17:32:03.2352,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (RavenTaskQueues/7),
2012-09-08 17:32:03.2352,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on RavenTaskQueues/7 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: raventaskqueues/7
	Tag I-: RavenTaskQueues
	LastModified I-: 20120908163203238
",
2012-09-08 17:32:03.2352,Raven.Database.Server.HttpServer,Debug,"	PUT RavenTaskQueues/7
",
2012-09-08 17:32:03.2352,Raven.Database.Server.HttpServer,Debug,Request #  85: GET     -     0 ms - <default>  - 200 - /docs/RavenTaskQueues/8,
2012-09-08 17:32:03.2532,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'RavenTaskQueues/8', update: True, ",
2012-09-08 17:32:03.2532,Raven.Database.DocumentDatabase,Debug,Put document RavenTaskQueues/8 with etag 00000000-0000-0100-0000-000000000025,
2012-09-08 17:32:03.2532,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 51 because: PUT RavenTaskQueues/8,
2012-09-08 17:32:03.2532,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0015627,
2012-09-08 17:32:03.2532,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 51, for: ReducingExecuter, will wait for additional work",
2012-09-08 17:32:03.2532,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2012-09-08 17:32:03.2532,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/9' was found,
2012-09-08 17:32:03.2532,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/9' was found,
2012-09-08 17:32:03.2532,Raven.Database.Server.HttpServer,Debug,Request #  86: POST    -     2 ms - <default>  - 200 - /bulk_docs,
2012-09-08 17:32:03.2532,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 52 because: WORK BY IndexingExecuter,
2012-09-08 17:32:03.2532,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000024,
2012-09-08 17:32:03.2532,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 52, for: ReducingExecuter, will wait for additional work",
2012-09-08 17:32:03.2532,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-09-08 17:32:03.2532,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000024",
2012-09-08 17:32:03.2532,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (RavenTaskQueues/8),
2012-09-08 17:32:03.2532,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on RavenTaskQueues/8 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: raventaskqueues/8
	Tag I-: RavenTaskQueues
	LastModified I-: 20120908163203253
",
2012-09-08 17:32:03.2532,Raven.Database.Server.HttpServer,Debug,"	PUT RavenTaskQueues/8
",
2012-09-08 17:32:03.2532,Raven.Database.Server.HttpServer,Debug,Request #  87: GET     -     0 ms - <default>  - 200 - /docs/RavenTaskQueues/9,
2012-09-08 17:32:03.2662,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'RavenTaskQueues/9', update: True, ",
2012-09-08 17:32:03.2662,Raven.Database.DocumentDatabase,Debug,Put document RavenTaskQueues/9 with etag 00000000-0000-0100-0000-000000000026,
2012-09-08 17:32:03.2662,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 53 because: PUT RavenTaskQueues/9,
2012-09-08 17:32:03.2662,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0032524,
2012-09-08 17:32:03.2662,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 53, for: ReducingExecuter, will wait for additional work",
2012-09-08 17:32:03.2662,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/10' was found,
2012-09-08 17:32:03.2662,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/10' was found,
2012-09-08 17:32:03.2662,Raven.Database.Server.HttpServer,Debug,Request #  88: POST    -     4 ms - <default>  - 200 - /bulk_docs,
2012-09-08 17:32:03.2662,Raven.Database.Server.HttpServer,Debug,"	PUT RavenTaskQueues/9
",
2012-09-08 17:32:03.2662,Raven.Database.Server.HttpServer,Debug,Request #  89: GET     -     0 ms - <default>  - 200 - /docs/RavenTaskQueues/10,
2012-09-08 17:32:03.2662,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'RavenTaskQueues/10', update: True, ",
2012-09-08 17:32:03.2662,Raven.Database.DocumentDatabase,Debug,Put document RavenTaskQueues/10 with etag 00000000-0000-0100-0000-000000000027,
2012-09-08 17:32:03.2662,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 54 because: PUT RavenTaskQueues/10,
2012-09-08 17:32:03.2662,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0011170,
2012-09-08 17:32:03.2662,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 54, for: ReducingExecuter, will wait for additional work",
2012-09-08 17:32:03.2662,Raven.Database.Server.HttpServer,Debug,Request #  90: POST    -     1 ms - <default>  - 200 - /bulk_docs,
2012-09-08 17:32:03.2662,Raven.Database.Server.HttpServer,Debug,"	PUT RavenTaskQueues/10
",
2012-09-08 17:32:03.2932,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2012-09-08 17:32:03.2932,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 55 because: WORK BY IndexingExecuter,
2012-09-08 17:32:03.2932,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 55, for: ReducingExecuter, will wait for additional work",
2012-09-08 17:32:03.2932,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 2 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000025,
2012-09-08 17:32:03.2932,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 2 documents remained",
2012-09-08 17:32:03.2932,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 2 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000025",
2012-09-08 17:32:03.2952,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Indexing 2 documents for index: Raven/DocumentsByEntityName. (RavenTaskQueues/9,RavenTaskQueues/10)",
2012-09-08 17:32:03.2952,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on RavenTaskQueues/9 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: raventaskqueues/9
	Tag I-: RavenTaskQueues
	LastModified I-: 20120908163203264
",
2012-09-08 17:32:03.2952,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on RavenTaskQueues/10 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: raventaskqueues/10
	Tag I-: RavenTaskQueues
	LastModified I-: 20120908163203273
",
2012-09-08 17:32:03.2952,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 6 documents for Raven/DocumentsByEntityName,
2012-09-08 17:32:03.2952,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 56 because: WORK BY IndexingExecuter,
2012-09-08 17:32:03.2952,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 56, for: IndexingExecuter, will wait for additional work",
2012-09-08 17:32:03.2952,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 56, for: ReducingExecuter, will wait for additional work",
2012-09-08 17:32:13.5268,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/1' was found,
2012-09-08 17:32:13.5268,Raven.Database.Server.HttpServer,Debug,Request #  91: GET     -     0 ms - <default>  - 200 - /docs/RavenTaskQueues/1?noCache=-2128955098,
2012-09-08 17:32:13.5538,Raven.Database.Server.HttpServer,Debug,Request #  92: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=RavenTaskQueues/1/&noCache=1110049501,
2012-09-08 17:32:13.8808,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/1' was found,
2012-09-08 17:32:22.8333,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/1' was found,
2012-09-08 17:32:22.8333,Raven.Database.Server.HttpServer,Debug,Request #  93: GET     -     0 ms - <default>  - 304 - /docs/RavenTaskQueues/1,
2012-09-08 17:32:22.9103,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'RavenTaskQueues/1', update: True, ",
2012-09-08 17:32:22.9103,Raven.Database.DocumentDatabase,Debug,Put document RavenTaskQueues/1 with etag 00000000-0000-0100-0000-000000000028,
2012-09-08 17:32:22.9103,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 57 because: PUT RavenTaskQueues/1,
2012-09-08 17:32:22.9103,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0011181,
2012-09-08 17:32:22.9103,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 57, for: ReducingExecuter, will wait for additional work",
2012-09-08 17:32:22.9103,Raven.Database.Server.HttpServer,Debug,Request #  94: POST    -     1 ms - <default>  - 200 - /bulk_docs,
2012-09-08 17:32:22.9103,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/1' was found,
2012-09-08 17:32:22.9103,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/1' was found,
2012-09-08 17:32:22.9103,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000027,
2012-09-08 17:32:22.9103,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-09-08 17:32:22.9103,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000027",
2012-09-08 17:32:22.9103,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (RavenTaskQueues/1),
2012-09-08 17:32:22.9103,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on RavenTaskQueues/1 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: raventaskqueues/1
	Tag I-: RavenTaskQueues
	LastModified I-: 20120908163222910
",
2012-09-08 17:32:22.9103,Raven.Database.Server.HttpServer,Debug,"	PUT RavenTaskQueues/1
",
2012-09-08 17:32:22.9103,Raven.Database.Server.HttpServer,Debug,Request #  95: GET     -     1 ms - <default>  - 200 - /docs/RavenTaskQueues/1,
2012-09-08 17:32:22.9203,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'RavenTaskQueues/1', update: True, ",
2012-09-08 17:32:22.9203,Raven.Database.DocumentDatabase,Debug,Put document RavenTaskQueues/1 with etag 00000000-0000-0100-0000-000000000029,
2012-09-08 17:32:22.9203,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 58 because: PUT RavenTaskQueues/1,
2012-09-08 17:32:22.9203,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0013079,
2012-09-08 17:32:22.9203,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 58, for: ReducingExecuter, will wait for additional work",
2012-09-08 17:32:22.9203,Raven.Database.Server.HttpServer,Debug,Request #  96: POST    -     2 ms - <default>  - 200 - /bulk_docs,
2012-09-08 17:32:22.9203,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2012-09-08 17:32:22.9203,Raven.Database.Server.HttpServer,Debug,"	PUT RavenTaskQueues/1
",
2012-09-08 17:32:22.9203,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 59 because: WORK BY IndexingExecuter,
2012-09-08 17:32:22.9203,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 59, for: ReducingExecuter, will wait for additional work",
2012-09-08 17:32:22.9203,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000028,
2012-09-08 17:32:22.9203,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-09-08 17:32:22.9203,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000028",
2012-09-08 17:32:22.9203,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (RavenTaskQueues/1),
2012-09-08 17:32:22.9203,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on RavenTaskQueues/1 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: raventaskqueues/1
	Tag I-: RavenTaskQueues
	LastModified I-: 20120908163222920
",
2012-09-08 17:32:22.9383,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2012-09-08 17:32:22.9383,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 60 because: WORK BY IndexingExecuter,
2012-09-08 17:32:22.9383,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 60, for: ReducingExecuter, will wait for additional work",
2012-09-08 17:32:22.9383,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 60, for: IndexingExecuter, will wait for additional work",
2012-09-08 17:32:26.2325,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/1' was found,
2012-09-08 17:32:26.2325,Raven.Database.Server.HttpServer,Debug,Request #  97: GET     -     0 ms - <default>  - 200 - /docs/RavenTaskQueues/1?noCache=-835154309,
2012-09-08 17:32:26.2605,Raven.Database.Server.HttpServer,Debug,Request #  98: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=RavenTaskQueues/1/&noCache=77271414,
2012-09-08 17:32:27.0286,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/1' was found,
2012-09-08 17:32:32.0898,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/1' was found,
2012-09-08 17:32:37.1621,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/1' was found,
2012-09-08 17:32:41.5094,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/1' was found,
2012-09-08 17:32:41.5094,Raven.Database.Server.HttpServer,Debug,Request #  99: GET     -     0 ms - <default>  - 200 - /docs/RavenTaskQueues/1?noCache=1258879050,
2012-09-08 17:32:41.5384,Raven.Database.Server.HttpServer,Debug,Request # 100: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=RavenTaskQueues/1/&noCache=-1527285916,
2012-09-08 17:32:42.2184,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/1' was found,
2012-09-08 17:32:47.2907,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/1' was found,
2012-09-08 17:32:51.7410,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/1' was found,
2012-09-08 17:32:51.7410,Raven.Database.Server.HttpServer,Debug,Request # 101: GET     -     0 ms - <default>  - 200 - /docs/RavenTaskQueues/1,
2012-09-08 17:32:52.2490,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'RavenTaskQueues/1', update: True, ",
2012-09-08 17:32:52.2490,Raven.Database.DocumentDatabase,Debug,Put document RavenTaskQueues/1 with etag 00000000-0000-0100-0000-00000000002a,
2012-09-08 17:32:52.2490,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 61 because: PUT RavenTaskQueues/1,
2012-09-08 17:32:52.2490,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0013571,
2012-09-08 17:32:52.2490,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000029,
2012-09-08 17:32:52.2490,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 61, for: ReducingExecuter, will wait for additional work",
2012-09-08 17:32:52.2490,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-09-08 17:32:52.2490,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000029",
2012-09-08 17:32:52.2490,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (RavenTaskQueues/1),
2012-09-08 17:32:52.2490,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on RavenTaskQueues/1 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: raventaskqueues/1
	Tag I-: RavenTaskQueues
	LastModified I-: 20120908163252249
",
2012-09-08 17:32:52.2490,Raven.Database.Server.HttpServer,Debug,Request # 102: POST    -     3 ms - <default>  - 200 - /bulk_docs,
2012-09-08 17:32:52.2490,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/2' was found,
2012-09-08 17:32:52.2490,Raven.Database.Server.HttpServer,Debug,"	PUT RavenTaskQueues/1
",
2012-09-08 17:32:52.2640,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2012-09-08 17:32:52.2640,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 62 because: WORK BY IndexingExecuter,
2012-09-08 17:32:52.2640,Raven.Database.Server.HttpServer,Debug,Request # 103: GET     -     0 ms - <default>  - 200 - /docs/RavenTaskQueues/2,
2012-09-08 17:32:52.2640,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 62, for: ReducingExecuter, will wait for additional work",
2012-09-08 17:32:52.2640,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'RavenTaskQueues/2', update: True, ",
2012-09-08 17:32:52.2640,Raven.Database.DocumentDatabase,Debug,Put document RavenTaskQueues/2 with etag 00000000-0000-0100-0000-00000000002b,
2012-09-08 17:32:52.2640,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 63 because: PUT RavenTaskQueues/2,
2012-09-08 17:32:52.2640,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0016682,
2012-09-08 17:32:52.2640,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 63, for: ReducingExecuter, will wait for additional work",
2012-09-08 17:32:52.2640,Raven.Database.Server.HttpServer,Debug,Request # 104: POST    -     2 ms - <default>  - 200 - /bulk_docs,
2012-09-08 17:32:52.2640,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/3' was found,
2012-09-08 17:32:52.2640,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-00000000002a,
2012-09-08 17:32:52.2640,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-09-08 17:32:52.2640,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-00000000002a",
2012-09-08 17:32:52.2640,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (RavenTaskQueues/2),
2012-09-08 17:32:52.2640,Raven.Database.Server.HttpServer,Debug,"	PUT RavenTaskQueues/2
",
2012-09-08 17:32:52.2640,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on RavenTaskQueues/2 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: raventaskqueues/2
	Tag I-: RavenTaskQueues
	LastModified I-: 20120908163252271
",
2012-09-08 17:32:52.2640,Raven.Database.Server.HttpServer,Debug,Request # 105: GET     -     0 ms - <default>  - 200 - /docs/RavenTaskQueues/3,
2012-09-08 17:32:52.2810,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'RavenTaskQueues/3', update: True, ",
2012-09-08 17:32:52.2810,Raven.Database.DocumentDatabase,Debug,Put document RavenTaskQueues/3 with etag 00000000-0000-0100-0000-00000000002c,
2012-09-08 17:32:52.2810,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 64 because: PUT RavenTaskQueues/3,
2012-09-08 17:32:52.2810,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0013875,
2012-09-08 17:32:52.2810,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 64, for: ReducingExecuter, will wait for additional work",
2012-09-08 17:32:52.2810,Raven.Database.Server.HttpServer,Debug,Request # 106: POST    -     2 ms - <default>  - 200 - /bulk_docs,
2012-09-08 17:32:52.2810,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/4' was found,
2012-09-08 17:32:52.2810,Raven.Database.Server.HttpServer,Debug,"	PUT RavenTaskQueues/3
",
2012-09-08 17:32:52.2810,Raven.Database.Server.HttpServer,Debug,Request # 107: GET     -     0 ms - <default>  - 200 - /docs/RavenTaskQueues/4,
2012-09-08 17:32:52.2810,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'RavenTaskQueues/4', update: True, ",
2012-09-08 17:32:52.2810,Raven.Database.DocumentDatabase,Debug,Put document RavenTaskQueues/4 with etag 00000000-0000-0100-0000-00000000002d,
2012-09-08 17:32:52.2810,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 65 because: PUT RavenTaskQueues/4,
2012-09-08 17:32:52.2810,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0006849,
2012-09-08 17:32:52.2810,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 65, for: ReducingExecuter, will wait for additional work",
2012-09-08 17:32:52.2810,Raven.Database.Server.HttpServer,Debug,Request # 108: POST    -     1 ms - <default>  - 200 - /bulk_docs,
2012-09-08 17:32:52.2810,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'RavenTaskQueues/5' was found,
2012-09-08 17:32:52.2810,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'RavenTaskQueues/5', update: True, ",
2012-09-08 17:32:52.2810,Raven.Database.DocumentDatabase,Debug,Put document RavenTaskQueues/5 with etag 00000000-0000-0100-0000-00000000002e,
